programme_name,cluster,subcluster,subject_1,subject_1_grade,subject_2,subject_2_grade,subject_3,subject_3_grade,subject_4,subject_4_grade,programme_code,institution,key,institution_type,location,programme_name_code,pred_cutoff_2025
BACHELOR OF ARTS IN PSYCHOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1162337,DAYSTAR UNIVERSITY,DAYSTAR,Private,MACHAKOS COUNTY,337,22.511655000000005
BACHELOR OF ARTS IN PHILOSOPHY WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF PSYCHOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1105238,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,238,25.982405000000035
BACHELOR OF PSYCHOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1057238,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,238,27.508019999999966
BACHELOR OF PSYCHOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1176238,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,238,22.45596500000001
BACHELOR OF SCIENCE IN EVENT AND CONVENTION MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1112473,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,473,21.709524999999996
BACHELOR OF ARTS IN SOCIOLOGY AND SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN POLITICAL SCIENCE WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229551,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,551,22.45933000000001
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1073806,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,806,22.45134000000001
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1105806,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,806,22.565395
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1063806,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,806,22.444485000000014
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1244806,KARATINA UNIVERSITY,KARU,Public,NYERI COUNTY,806,22.44900000000001
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1165806,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,806,22.44900000000001
BACHELOR OF ARTS IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1117806,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,806,22.44900000000001
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1105136,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,136,27.31014499999997
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1093136,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,136,23.381020000000017
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087136,KISII UNIVERSITY,KSU,Public,KISII COUNTY,136,24.459150000000033
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1057136,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,136,28.27326
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1685136,THARAKA UNIVERSITY,THRKU,Public,THARAKA NITHI COUNTY,136,22.728680000000008
BACHELOR OF ARTS IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1176136,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,136,22.59397000000001
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1093144,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,144,22.44900000000001
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1480144,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,144,22.476240000000008
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253144,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,144,23.197690000000012
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1166144,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,144,22.44900000000001
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1162144,DAYSTAR UNIVERSITY,DAYSTAR,Private,MACHAKOS COUNTY,144,22.44900000000001
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1107144,ST PAULS UNIVERSITY,SPU,Private,KIAMBU COUNTY,144,22.462975000000007
BACHELOR OF ARTS IN SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1165144,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,144,22.46714500000001
BACHELOR OF SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082145,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,145,22.541385000000002
BACHELOR OF SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1470145,KAIMOSI FRIENDS UNIVERSITY,KAFU,Public,VIHIGA COUNTY,145,22.48005500000001
BACHELOR OF SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1108145,KIBABII UNIVERSITY,KBBU,Public,BUNGOMA COUNTY,145,22.44900000000001
"BACHELOR OF ARTS IN PENOLOGY, CORRECTION AND ADMINISTRATION",3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1700598,BOMET UNIVERSITY COLLEGE,BUC,Public,BOMET COUNTY,598,23.00855999999999
"BACHELOR OF ARTS IN PENOLOGY, CORRECTION AND ADMINISTRATION",3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253598,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,598,22.804745000000008
BACHELOR OF SOCIAL WORK AND ADMINISTRATION,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1570685,TURKANA UNIVERSITY COLLEGE,TRUC,Public,TURKANA COUNTY,685,22.697400000000002
BACHELOR OF SOCIAL WORK AND ADMINISTRATION,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279685,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,685,22.478245000000005
"BACHELOR OF ARTS IN CRIMINOLOGY, CRIMINAL JUSTICE AND PUBLIC SAFETY",3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1244136,KARATINA UNIVERSITY,KARU,Public,NYERI COUNTY,136,23.216085000000007
"BACHELOR OF ARTS IN SOCIOLOGY AND ANTHROPOLOGY,",3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF CONFLICT RESOLUTION AND HUMANITARIAN,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN CRIMINOLOGY AND PENOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1165136,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,136,23.257300000000033
BACHELOR OF SCIENCE IN SOCIOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN DISASTER MITIGATION,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN PUBLIC ADMINISTRATION AND LEADERSHIP SUSTAINABLE DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF SCIENCE IN MEDICAL SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082478,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,478,28.39867000000008
BACHELOR OF SCIENCE IN MEDICAL SOCIAL WORK,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1249478,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,478,27.00735499999996
BACHELOR OF SCIENCE IN DISASTER RISK MANAGEMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN CRIMINOLOGY WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1515136,TOM MBOYA UNIVERSITY,TMU,Public,HOMA BAY COUNTY,136,22.658644999999982
BACHELOR OF ARTS IN CRIMINOLOGY WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229136,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,136,26.90838999999996
BACHELOR OF ARTS IN DISASTER MANAGEMENT WITH IT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1229544,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,544,22.57093499999999
BACHELOR OF ARTS IN PEACE EDUCATION,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1176581,LAIKIPIA UNIVERSITY,LU,Public,LAIKIPIA COUNTY,581,22.44900000000001
BACHELOR OF DISASTER MANAGEMENT AND INTERNATIONAL,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF CRIMINOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1082136,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,136,25.451825000000046
BACHELOR OF CRIMINOLOGY,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1108136,KIBABII UNIVERSITY,KBBU,Public,BUNGOMA COUNTY,136,23.446829999999974
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087171,KISII UNIVERSITY,KSU,Public,KISII COUNTY,171,22.44900000000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1078171,AFRICA NAZARENE UNIVERSITY,ANU,Private,KAJIADO COUNTY,171,22.453890000000012
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1096171,GARISSA UNIVERSITY,GU,Public,GARISSA COUNTY,171,22.448560000000008
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1090171,SCOTT CHRISTIAN UNIVERSITY,SCU,Private,MACHAKOS COUNTY,171,22.44604500000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1088171,GRETSA UNIVERSITY,GRETSA,Private,KIAMBU COUNTY,171,22.451460000000008
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1068171,PAN AFRICA CHRISTIAN UNIVERSITY,PAC,Private,NAIROBI COUNTY,171,22.44494000000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1600171,ALUPE UNIVERSITY,AU,Public,BUSIA COUNTY,171,22.783410000000007
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1253171,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,171,22.600284999999996
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1165171,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,171,22.44900000000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1555171,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,KAGEU,Private,NAIROBI COUNTY,171,22.61382
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1495171,LUKENYA UNIVERSITY,LUKENYA,Private,MACHAKOS COUNTY,171,22.44900000000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1279171,MOUNT KENYA UNIVERSITY,MKU,Private,KIAMBU COUNTY,171,22.44900000000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1244171,KARATINA UNIVERSITY,KARU,Public,NYERI COUNTY,171,22.45055500000001
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1162171,DAYSTAR UNIVERSITY,DAYSTAR,Private,MACHAKOS COUNTY,171,22.570470000000004
BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1107171,ST PAULS UNIVERSITY,SPU,Private,KIAMBU COUNTY,171,22.504320000000007
BACHELOR OF SCIENCE IN CRIMINOLOGY AND SECURITY STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1246136,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,136,22.48261500000001
BACHELOR OF SCIENCE IN DISASTER PREPAREDNESS,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,,,,,,,
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1087303,KISII UNIVERSITY,KSU,Public,KISII COUNTY,303,22.44900000000001
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1066303,MANAGEMENT UNIVERSITY OF AFRICA,MUA,Private,NAIROBI COUNTY,303,22.436310000000013
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1063303,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,303,22.46387500000002
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,3D,ENG/KIS,Null,MAT_ALTERNATIVE_A/MAT_ALTERNATIVE_B / any_GROUP_II,Null,Any_GROUP_III,Null,A_GROUP_II / 2nd_GROUP_III / any_GROUP_IV / any_GROUP_V,Null,1480303,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,303,22.44900000000001
