programme_name,cluster,subcluster,subject_1,subject_1_grade,subject_2,subject_2_grade,subject_3,subject_3_grade,subject_4,subject_4_grade,programme_code,institution,key,institution_type,location,programme_name_code,pred_cutoff_2025
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1240120,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY BSC (SCIENCE),MUST,Public,MERU COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1253120,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1118120,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1685120,THARAKA UNIVERSITY,THRKU,Public,THARAKA NITHI COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1246120,MURANG'A UNIVERSITY OF TECHNOLOGY,MUT,Public,MURANG'A COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1263120,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249120,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1114120,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111120,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE IN BASIC SCIENCE WITH IT,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1515120,TOM MBOYA UNIVERSITY,TMU,Public,HOMA BAY COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE IN BASIC SCIENCE WITH IT,9,9A,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1229120,MASENO UNIVERSITY,MSU,Public,KISUMU COUNTY,120,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1093111,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1082111,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1105111,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1470111,KAIMOSI FRIENDS UNIVERSITY,KAFU,Public,VIHIGA COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1263111,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,111,24.70468000000001
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1166111,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,111,27.455614999999987
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111111,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,111,24.791049999999938
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1108111,KIBABII UNIVERSITY,KBBU,Public,BUNGOMA COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1480111,CATHOLIC UNIVERSITY OF EASTERN AFRICA,CUEA,Private,NAIROBI COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1181111,"UNIVERSITY OF EASTERN AFRICA, BARATON",BARA,Private,NANDI COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1170111,MACHAKOS UNIVERSITY,MCKU,Public,MACHAKOS COUNTY,111,15.682999999999995
BACHELOR OF SCIENCE IN CELLULAR AND MOLECULAR BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,,,,,,,
BACHELOR OF SCIENCE IN BIOLOGICAL SCIENCES,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1053111,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,JOOUST,Public,SIAYA COUNTY,111,17.58953000000001
BACHELOR OF SCIENCE IN MOLECULAR AND CELLULAR BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111438,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,438,15.682999999999995
BACHELOR OF SCIENCE IN APPLIED BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1077477,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,477,16.85749000000002
BACHELOR OF SCIENCE IN APPLIED BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249477,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,477,15.840934999999995
BACHELOR OF SCIENCE IN ENTOMOLOGY AND PARASITOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1114360,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,360,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1087226,KISII UNIVERSITY,KSU,Public,KISII COUNTY,226,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1082226,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,226,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249226,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,226,28.731865000000063
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1240226,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,226,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1117226,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,226,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111226,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,226,23.32433999999997
BACHELOR OF TECHNOLOGY IN APPLIED BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1112474,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,474,15.715744999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1093278,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,278,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1105278,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,278,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1263278,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,278,23.224895000000018
BACHELOR OF SCIENCE IN CONSERVATION BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111611,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,611,15.682999999999995
BACHELOR OF SCIENCE IN GENOMIC SCIENCES,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,,,,,,,
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1087123,KISII UNIVERSITY,KSU,Public,KISII COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1073123,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1600123,ALUPE UNIVERSITY,AU,Public,BUSIA COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1253123,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,123,26.993099999999956
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249123,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,123,25.266184999999947
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1165123,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1118123,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1117123,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,123,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1116281,UZIMA UNIVERSITY,UZIMA,Private,KISUMU COUNTY,281,15.682999999999995
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111123,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,123,24.922570000000018
BACHELOR OF SCIENCE IN MICROBIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1114279,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,279,15.682999999999995
BACHELOR OF SCIENCE IN FORENSIC BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1087811,KISII UNIVERSITY,KSU,Public,KISII COUNTY,811,15.682999999999995
BACHELOR OF SCIENCE IN GENOMIC SCIENCE,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249147,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,147,15.682999999999995
BACHELOR OF SCIENCE IN BIOLOGY IN BOTANY OR ZOOLOGY OPTION,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1087111,KISII UNIVERSITY,KSU,Public,KISII COUNTY,111,15.937079999999995
BACHELOR OF SCIENCE IN ZOOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1073464,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,464,15.682999999999995
BACHELOR OF SCIENCE IN ZOOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249464,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,464,15.682999999999995
BACHELOR OF SCIENCE IN ZOOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1165464,MAASAI MARA UNIVERSITY,MMARAU,Public,NAROK COUNTY,464,15.682999999999995
BACHELOR OF SCIENCE IN INDUSTRIAL BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249728,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,728,15.682999999999995
BACHELOR OF TECHNOLOGY IN BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1112227,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,227,28.452245000000016
BACHELOR OF SCIENCE IN MOLECULAR BIOLOGY AND FORENSIC TECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1063439,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,439,16.943705000000016
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY AND BIOTECHNOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1063280,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,280,15.682999999999995
BACHELOR OF SCIENCE IN BOTANY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1073462,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,462,15.682999999999995
BACHELOR OF SCIENCE IN BOTANY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249462,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,462,15.682999999999995
BACHELOR OF SCIENCE IN BIOTECHNOLOGY AND BIOSAFETY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1114359,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,359,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY AND MOLECULAR BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1249437,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT,Public,KIAMBU COUNTY,437,31.820674999999966
BACHELOR OF SCIENCE IN BIO-CHEMISTRY AND MOLECULAR BIOLOGY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1166437,SOUTH EASTERN KENYA UNIVERSITY,SEKU,Public,KITUI COUNTY,437,15.682999999999995
BACHELOR OF SCIENCE IN FORENSIC SCIENCE,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1079568,KIRINYAGA UNIVERSITY,KYU,Public,KIRINYAGA COUNTY,568,15.682999999999995
BACHELOR OF SCIENCE IN FORENSIC SCIENCE,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111568,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,568,29.438465000000065
BACHELOR OF SCIENCE IN BIOSCIENCES,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,,,,,,,
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1105112,CHUKA UNIVERSITY,CU,Public,THARAKA NITHI COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1093112,UNIVERSITY OF EMBU,UOEM,Public,EMBU COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1087112,KISII UNIVERSITY,KSU,Public,KISII COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1082112,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,MMUST,Public,KAKAMEGA COUNTY,112,24.263419999999943
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1077112,KENYA METHODIST UNIVERSITY,KEMU,Private,MERU COUNTY,112,16.622010000000024
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1073112,RONGO UNIVERSITY,RNU,Public,MIGORI COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1057112,EGERTON UNIVERSITY,EU,Public,NAKURU COUNTY,112,24.834935000000016
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1063112,TECHNICAL UNIVERSITY OF MOMBASA,TUM,Public,MOMBASA COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1263112,UNIVERSITY OF NAIROBI,UON,Public,NAIROBI COUNTY,112,30.5294
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1253112,MOI UNIVERSITY,MU,Public,UASIN GISHU COUNTY,112,25.349615000000025
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1118112,UNIVERSITY OF KABIANGA,UOK,Public,KERICHO COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1117112,PWANI UNIVERSITY,PU,Public,KILIFI COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1112112,TECHNICAL UNIVERSITY OF KENYA,TUK,Public,NAIROBI COUNTY,112,26.709370000000046
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1111112,KENYATTA UNIVERSITY,KU,Public,NAIROBI COUNTY,112,29.22287999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1240112,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,MUST,Public,MERU COUNTY,112,15.682999999999995
BACHELOR OF SCIENCE IN BIO-CHEMISTRY,9,9B,MAT_ALTERNATIVE_A,C,any_GROUP_II,Null,2nd_GROUP_II,Null,3rd_GROUP_II / any_GROUP_III / any_GROUP_IV,Null,1114112,UNIVERSITY OF ELDORET,UOE,Public,UASIN GISHU COUNTY,112,15.682999999999995
